filename_base,dataset_mapped,pychord_atc_score,chordino_atc_score,dataset_name,f_measure
Track00138,Slakh 2100,3.9157894,2.775862,Slakh 2100,0.001676
Track01481,Slakh 2100,2.9342806,1.6074075,Slakh 2100,0.002017
Track00171,Slakh 2100,2.1951754,1.5265957,Slakh 2100,0.000892
Track00759,Slakh 2100,4.327273,3.6646216,Slakh 2100,0.012668
Track00022,Slakh 2100,3.402174,4.8362885,Slakh 2100,0.038363
Track00304,Slakh 2100,4.1782947,4.238659,Slakh 2100,0.0031
Track01012,Slakh 2100,1.4474154,1.2661122,Slakh 2100,0.000715
Track00206,Slakh 2100,0.46167558,0.4722222,Slakh 2100,0.004756
Track00169,Slakh 2100,2.8657718,2.409836,Slakh 2100,0.001287
Track01266,Slakh 2100,3.2299855,2.9391026,Slakh 2100,0.000311
Track00477,Slakh 2100,1.225,1.3410527,Slakh 2100,0.004303
Track00991,Slakh 2100,3.2411575,2.4285715,Slakh 2100,0.010977
Track01298,Slakh 2100,4.3239436,3.2307692,Slakh 2100,0.00339
Track01457,Slakh 2100,3.1057193,2.3333333,Slakh 2100,0.006723
Track01212,Slakh 2100,2.4324324,1.7280334,Slakh 2100,0.004052
Track00541,Slakh 2100,1.3602897,1.8025433,Slakh 2100,0.000841
Track01386,Slakh 2100,4.0024753,3.0205479,Slakh 2100,0.003203
Track00055,Slakh 2100,2.1826086,2.264706,Slakh 2100,0.007269
Track00054,Slakh 2100,2.9084506,1.6875,Slakh 2100,0.012564
Track01286,Slakh 2100,0.4057971,1.7733333,Slakh 2100,0.00224
Track00468,Slakh 2100,0.07322176,3.612903,Slakh 2100,0.0
Track00419,Slakh 2100,2.8054476,1.3125,Slakh 2100,0.004023
Track00115,Slakh 2100,0.98717946,1.1762295,Slakh 2100,0.001883
Track00402,Slakh 2100,2.9945157,2.3333333,Slakh 2100,0.002789
Track00410,Slakh 2100,2.3230088,0.77165353,Slakh 2100,0.006171
Track00384,Slakh 2100,1.1150442,2.4641619,Slakh 2100,0.00122
Track00589,Slakh 2100,2.009901,0.8235294,Slakh 2100,0.001681
Track01336,Slakh 2100,4.060498,3.2421052,Slakh 2100,0.001843
Track00352,Slakh 2100,3.3900523,2.9673913,Slakh 2100,0.004332
Track00191,Slakh 2100,4.107011,3.3768845,Slakh 2100,0.008221
Track00878,Slakh 2100,2.4566038,1.418919,Slakh 2100,0.000956
Track00034,Slakh 2100,3.7359009,3.4366515,Slakh 2100,0.001697
Track00098,Slakh 2100,3.3799472,2.7683616,Slakh 2100,0.005006
Track00451,Slakh 2100,0.16129032,0.5562914,Slakh 2100,0.013605
Track01054,Slakh 2100,1.1012931,0.9525773,Slakh 2100,0.000882
Track00409,Slakh 2100,2.5177865,1.05,Slakh 2100,0.002703
Track00970,Slakh 2100,2.2344139,1.7347826,Slakh 2100,0.001205
Track01494,Slakh 2100,3.7844522,3.128788,Slakh 2100,0.003757
Track01301,Slakh 2100,2.6902986,1.9147983,Slakh 2100,0.000261
Track00007,Slakh 2100,3.006483,2.440141,Slakh 2100,0.013662
Track01167,Slakh 2100,2.6302187,2.1314878,Slakh 2100,0.002933
Track00771,Slakh 2100,0.09210526,0.0,Slakh 2100,0.000439
Track00301,Slakh 2100,0.9943182,2.613537,Slakh 2100,0.004388
