filename_base,dataset_mapped,pychord_atc_score,chordino_atc_score,dataset_name,f_measure
BachJS__BWV799__bwv799,MSMD,0.2734375,1.0,MSMD,0.0
BachJS__BWV850__bwv850a,MSMD,0.06422018,4.6666665,MSMD,0.0
Traditional__traditioner_af_swenska_folk_dansar.1.3__traditioner_af_swenska_folk_dansar.1.3,MSMD,0.22222222,0.0,MSMD,0.005571
BeethovenLv__O10__LVB_Sonate_10no1_3,MSMD,3.1808825,2.4881516,MSMD,0.015725
HandelGF__Aylesford__17-allemande,MSMD,0.82564104,3.7692308,MSMD,0.00181
BachJS__BWV1079__ricercare,MSMD,0.25849336,0.14285715,MSMD,0.003403
BachJS__BWV814__bach-french-suite-3-allemande,MSMD,0.7871486,0.14893617,MSMD,0.0
BachJS__BWV988__bwv-988-v11,MSMD,2.4529915,0.03167421,MSMD,0.0
RameauJP__sauvages__sauvages,MSMD,0.16568047,0.0,MSMD,0.002466
KuhlauF__O20__sonatine-1-allegro,MSMD,1.9337016,3.6582913,MSMD,0.003344
BachJS__BWV1080__contrapunctusXIII,MSMD,1.6287744,3.4740741,MSMD,0.002951
VerdiG__Traviata_10__Traviata_10,MSMD,1.125,2.3333333,MSMD,0.003083
BachJS__BWV988__bwv-988-v26,MSMD,5.0666666,5.425,MSMD,0.002151
BachJS__BWV807__bach-english-suite-2-bourree-2,MSMD,1.673913,0.0,MSMD,0.0
Spagnoletti__ladorset__ladorset,MSMD,1.1351352,0.35,MSMD,0.002853
BachJS__BWV826__21title-hub,MSMD,2.969017,2.035294,MSMD,0.005688
BachJS__BWV988__bwv-988-v05,MSMD,4.1922007,5.480122,MSMD,0.007524
BeethovenLv__O10__lvb_sonate_10no2_2,MSMD,0.43076923,0.0,MSMD,0.0
SousaJP__TheStarsAndStripesForever__TheStarsAndStripesForever,MSMD,0.8719723,2.4915254,MSMD,0.009943
BachJS__BWV829__54title-hub,MSMD,0.6,1.75,MSMD,0.001847
SousaJP__TransitOfVenus__TransitOfVenus,MSMD,1.8495935,0.12727273,MSMD,0.006897
BachJS__BWVAnh113__anna-magdalena-03,MSMD,0.83760685,2.1538463,MSMD,0.003534
BurgmullerJFF__O100__25EF-12,MSMD,5.3231196,5.7826085,MSMD,0.033019
BachJS__BWV988__bwv-988-v14,MSMD,1.0266666,2.3757577,MSMD,0.001024
CzernyC__Op_821__Czerny_Op_821_No_001,MSMD,3.9315069,3.0512822,MSMD,0.014599
