midi_filename,dataset_name,file_path,total_processing_time,timestamp,pychord_atc_score,pychord_processing_time,pychord_accd_score,pychord_rccd_score,pychord_acc_score,chordino_atc_score,chordino_processing_time,chordino_accd_score,chordino_rccd_score,chordino_acc_score,atc_score_difference,rccd_score_difference
806.mid,pop909,/depot/yunglu/data/transcription/POP909/806/806.mid,5.742377281188965,2025-10-02 17:19:33.902370,0.0,0.8137285709381104,0,0,0,0.36206895,4.928173303604126,7.0,0.36206895,-1.0,0.36206895,0.36206895
322.mid,pop909,/depot/yunglu/data/transcription/POP909/322/322.mid,10.19164514541626,2025-10-02 17:19:33.903599,0.0,0.7534043788909912,0,0,0,0.59322035,9.43769121170044,7.0,0.59322035,-1.0,0.59322035,0.59322035
251.mid,pop909,/depot/yunglu/data/transcription/POP909/251/251.mid,11.214224815368652,2025-10-02 17:19:34.386725,0.0,0.5698332786560059,0,0,0,1.3744292,10.643776178359985,7.0,1.3744292,-1.0,1.3744292,1.3744292
368.mid,pop909,/depot/yunglu/data/transcription/POP909/368/368.mid,9.772414207458496,2025-10-02 17:19:34.606862,0.0,0.4253222942352295,0,0,0,0.6712329,9.346553087234497,7.0,0.6712329,-1.0,0.6712329,0.6712329
735.mid,pop909,/depot/yunglu/data/transcription/POP909/735/735.mid,11.53547716140747,2025-10-02 17:19:36.332189,0.0,0.4183478355407715,0,0,0,0.26923078,11.116380214691162,7.0,0.26923078,-1.0,0.26923078,0.26923078
785.mid,pop909,/depot/yunglu/data/transcription/POP909/785/785.mid,15.193309307098389,2025-10-02 17:19:37.455001,0.0,0.8613319396972656,0,0,0,1.1273408,14.331303596496582,7.0,1.1273408,-1.0,1.1273408,1.1273408
660.mid,pop909,/depot/yunglu/data/transcription/POP909/660/660.mid,9.806671142578125,2025-10-02 17:19:39.515191,0.0,0.43090033531188965,0,0,0,0.9854369,9.37431025505066,7.0,0.9854369,-1.0,0.9854369,0.9854369
731.mid,pop909,/depot/yunglu/data/transcription/POP909/731/731.mid,8.644920349121094,2025-10-02 17:19:42.547646,0.0,0.6460556983947754,0,0,0,0.63,7.9982216358184814,7.0,0.63,-1.0,0.63,0.63
777.mid,pop909,/depot/yunglu/data/transcription/POP909/777/777.mid,7.987729072570801,2025-10-02 17:19:42.594990,0.0,0.47371745109558105,0,0,0,0.28,7.513396978378296,7.0,0.28,-1.0,0.28,0.28
439.mid,pop909,/depot/yunglu/data/transcription/POP909/439/439.mid,13.767541408538818,2025-10-02 17:19:43.012870,0.0,0.51326584815979,0,0,0,0.39325842,13.253597259521484,7.0,0.39325842,-1.0,0.39325842,0.39325842
068.mid,pop909,/depot/yunglu/data/transcription/POP909/068/068.mid,8.91430139541626,2025-10-02 17:19:43.302543,0.0,0.507310152053833,0,0,0,0.6,8.405967235565186,7.0,0.6,-1.0,0.6,0.6
